city,country,archetype,lat,lon,seed,ssp,epoch,mc,dGW,method,mean_dmg_final,mean_p_liq,mean_pga_g,gw_base_m,vs30_mu,n_nodes_graph
Tianjin,China,deltaic,39.1421,117.1767,1,SSP5-8.5,2020,4,0.0,B0_static_hazus,0.22565823120024503,0.25813227663572014,0.18160037194901904,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,1,SSP5-8.5,2020,4,0.0,B4_cgstg_full,0.5971062255090841,0.2541434373338904,0.19708435763981272,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,1,SSP5-8.5,2020,5,0.0,B0_static_hazus,0.26086765036635867,0.26396970274863224,0.2133648441341365,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,1,SSP5-8.5,2020,5,0.0,B4_cgstg_full,0.5121661174766945,0.25052848657911664,0.19463773275064883,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,1,SSP5-8.5,2020,6,0.0,B0_static_hazus,0.2290056414093026,0.22814413131640196,0.19604243305458666,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,1,SSP5-8.5,2020,6,0.0,B4_cgstg_full,0.656281398539292,0.32863385434768294,0.20898044437617846,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,1,SSP5-8.5,2020,7,0.0,B0_static_hazus,0.27065524449034584,0.28015651140653663,0.2277607367937036,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,1,SSP5-8.5,2020,7,0.0,B4_cgstg_full,0.6668292883420849,0.22999862432116971,0.19565319498462372,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,1,SSP5-8.5,2020,8,0.0,B0_static_hazus,0.24717918566455527,0.27190703036506203,0.2055569779945422,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,1,SSP5-8.5,2020,8,0.0,B4_cgstg_full,0.5535197197721818,0.23627448909458101,0.18837462843212371,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,1,SSP5-8.5,2020,9,0.0,B0_static_hazus,0.24753601834396194,0.2848164824079356,0.192989462409363,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,1,SSP5-8.5,2020,9,0.0,B4_cgstg_full,0.6286066973443242,0.2715925102324838,0.18956618676281495,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,1,SSP5-8.5,2020,10,0.0,B0_static_hazus,0.29358229685811943,0.2948059407080565,0.22496611044537854,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,1,SSP5-8.5,2020,10,0.0,B4_cgstg_full,0.5853845090289779,0.27049196852687757,0.2026934303781506,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,1,SSP5-8.5,2020,11,0.0,B0_static_hazus,0.2827294636241479,0.3224542695514479,0.2258176033653837,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,1,SSP5-8.5,2020,11,0.0,B4_cgstg_full,0.6251752981848414,0.2661215085247553,0.21390983566869978,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,1,SSP5-8.5,2100,0,-1.505788090147717,B0_static_hazus,0.2494109455317352,0.24604736535130028,0.20901937915185423,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,1,SSP5-8.5,2100,0,-1.505788090147717,B4_cgstg_full,0.616426643487196,0.34033239955866357,0.19999229346845535,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,1,SSP5-8.5,2100,1,-1.4089457545459885,B0_static_hazus,0.24211177568701073,0.271592577392971,0.19353318790991708,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,1,SSP5-8.5,2100,1,-1.4089457545459885,B4_cgstg_full,0.6496674199279721,0.36889494393012806,0.24511645981866087,2.493199838083051,221.6618274663144,120
