city,archetype,seed,ssp,epoch,mc,dGW,method,mean_dmg_final,mean_p_liq
Tianjin,deltaic,1,Control-NoCC,2100,0,-0.04389091883114452,B0_static_hazus,0.25994554890117694,0.28137254517523635
Tianjin,deltaic,1,Control-NoCC,2100,0,-0.04389091883114452,B4_cgstg_full,0.6852948157161122,0.3113315555809628
Tianjin,deltaic,1,Control-NoCC,2100,1,-0.10403115865568678,B0_static_hazus,0.24787762062707283,0.2774399782196877
Tianjin,deltaic,1,Control-NoCC,2100,1,-0.10403115865568678,B4_cgstg_full,0.6652330303337752,0.26416482896372157
Tianjin,deltaic,1,Control-NoCC,2100,2,-0.05916864795258804,B0_static_hazus,0.2181731392220873,0.2724519883709839
Tianjin,deltaic,1,Control-NoCC,2100,2,-0.05916864795258804,B4_cgstg_full,0.6846375447727534,0.323473456180499
Tianjin,deltaic,1,Control-NoCC,2100,3,0.24398256710621452,B0_static_hazus,0.23995938224944638,0.2606063960647489
Tianjin,deltaic,1,Control-NoCC,2100,3,0.24398256710621452,B4_cgstg_full,0.711244817139699,0.2663752363253353
Tianjin,deltaic,1,Control-NoCC,2100,4,0.22541694403986995,B0_static_hazus,0.2425880924091042,0.2761936375181434
Tianjin,deltaic,1,Control-NoCC,2100,4,0.22541694403986995,B4_cgstg_full,0.701217866199084,0.2823172374671976
Tianjin,deltaic,1,Control-NoCC,2100,5,-0.06549023346406818,B0_static_hazus,0.26659192451576946,0.29152937605689744
Tianjin,deltaic,1,Control-NoCC,2100,5,-0.06549023346406818,B4_cgstg_full,0.6572879215431232,0.2758574512158736
Tianjin,deltaic,1,Control-NoCC,2100,6,0.1852139965038579,B0_static_hazus,0.24678032037839556,0.29512362363257394
Tianjin,deltaic,1,Control-NoCC,2100,6,0.1852139965038579,B4_cgstg_full,0.5561878156087166,0.23985756281308254
Tianjin,deltaic,1,Control-NoCC,2100,7,0.025954662787869422,B0_static_hazus,0.2678182090582424,0.30669411214027764
Tianjin,deltaic,1,Control-NoCC,2100,7,0.025954662787869422,B4_cgstg_full,0.6381040122247962,0.2756326053229054
Tianjin,deltaic,1,Control-NoCC,2100,8,0.1283877765224111,B0_static_hazus,0.22758485041268622,0.2648975467825267
Tianjin,deltaic,1,Control-NoCC,2100,8,0.1283877765224111,B4_cgstg_full,0.5857662116843646,0.2741676673072246
